,overall,reviewerID,asin,reviewText,summary,vote,newReviewTime
38,5,A8CXVP15SSCBA,B000W916C0,"This is a superb story.  Hooked in in an kept me till the last page. I was really surprised!!! The characters are so strong and the mystery was great. I recommend for all to read. I usually read urban fantasy, fantasy  knights and gools. But this was a wonderful book and a great mystery!!!!",Not my normal read. But very good book,2,4/10/2016
39,5,A11F4UMNLH85B,B000W916C0,"I hadn't read F Kellerman in many years, about 20. I read Hangman a month ago and thought, why did I stop reading her work? So I started from the beginning, again. This book kept me coming back again and again. The characters are believable and interesting. And to see the characters relationship build and grow is awesome. However, the who done it aspect is what draws me to her books. This time I won't forget.",As good as ever!,2,2/2/2016
40,3,A2J0M8AG019ZXV,B000W93A42,I read a couple other reviews who commented that there was a seeming lack of passion between Colm and Gabrielle. I have to agree. The story was interesting and the villains truly horrid but the main reason I read Garwood's novels are for the relationships between the main characters. This one fell flat.,Not up to par,3,6/18/2017
41,3,A29A1CPI3AOYSD,B000W93A42,I enjoyed the first two in this series but this one was a bit all over the place. I really enjoy this authors writing but this book didn't have the engaging plot or steak the others did. It was an okay read,Great series,2,9/4/2016
42,4,A3626WZRKRI3XV,B000W967KQ,"Interesting read. This book is written by both Donald Trump and by Bill Zanker (founder of The Leaning Annex). Each chapter has Donald's take, then a view from Zanker on the same topic. Each is followed with a short summary of the chapter. The book was originally written in 2009 and definitely shows that Trump hasn't changed his position on topics over the past 7 years, and his personality seems the same and appears to have been written in his voice. It does give a better insight into his way of thinking in business and explains several rumors heard about him over the years. He doesn't hesitate to use names which allows the reader to get a very vivid picture of what he's talking about. Definitely worth the $2 spent. Trump appears to be a ruthless businessman, but he's also full of words of encouragement. Glad I took the time to read it. One star deducted because it needs another round of edits.",Think Big: Make it Happen in Business,2,11/28/2016
43,5,A2L7XT78YSK8AZ,B000WHVRZS,This book has been the best memoir of mental illness that I ever read . It was put together with grace and truth without harm to anyone . Excellent!!!,Excellent,2,4/29/2017
44,5,A3PGPOTK7PX1YP,B000WHVRZS,"It is estimated that one in 100 people have a form of schizophrenia. This book sheds  light on these people and other people with mental health problems. If everyone read this or a book like this we would be more sympathetic, empathetic, and kinder to those suffering from any form of mental illness. It is also helpful to clinicians to know how to help people with mental illness's in a more productive way. Thank you Elyn for your candor and for the courage it took to write this book.",Excellent book,5,6/6/2016
45,5,A3150QOEKJWEYR,B000ZN24OW,"I gave this book a 5star because it has helped me tremendously. This is my second time reading this book and my life has changed with so much richness in it. This book is so life changing if it is read with an understanding of how the Universe really works. Your desires will come to you just as you imagine them. Our minds can create anything we desire in our lives. It's a science that can not fail. If we practice a deep feeling of gratitude uniting ourselves with Devine Intelligence,all things are possible.",The Science of Getting Rich,18,5/21/2017
46,3,A2DXJMEDVQ6D62,B000ZN24OW,I read this as a research project for a book.  I was intrigued by the concept and glad to have read it but it doesn't really feature too much concrete advice.  It's kind of a roundabout treatise on the power of positive thinking and mediation.  A precursor abundance mentality text to such modern works as The Secret.,Dated but intriguing.,6,10/3/2016
47,5,A2AVU5M8YTKHCD,B0010ZGPB2,"This book bring together elements of the known, the unknown, the suspected and stories told around a campfire. I didn't know what to expect, but I couldn't put the book down. It's interwoven events move at a rapid pace. I was rooting for the characters and was sad that some of them didn't make it. If you like stories that are part fantasy, part fiction with a touch of reality you will enjoy Long Claws.",One heck of a story,2,2/3/2017
